,user_id,target_item,item_name,iter,pre_rank,top_prediction_item_name,post_rank_random_all,post_rank_random_upper,post_rank_pop_all,post_rank_pop_upper,post_rank_diff_all,post_rank_diff_upper,critiqued_keyphrase_random,keyphrase_name_random,critiqued_keyphrase_pop,keyphrase_name_pop,critiqued_keyphrase_diff,keyphrase_name_diff,num_existing_keyphrases,pure_pruning_rank,diff_scores,pop_scores,random_scores
69,300,5098,b'Bar Hop',1,111,b'Sansotei Ramen',"[111, 64, 33, 19, 18, 16, 15, 12, 12, 12, 12]","[33, 20, 15, 10, 10, 10, 11, 10, 10, 10, 10]","[111, 108, 117, 120, 146, 216, 348, 590, 1005, 1693, 3372]","[17, 15, 15, 13, 20, 27, 45, 60, 91, 140, 7283]","[111, 92, 82, 72, 57, 41, 30, 21, 16, 13, 11]","[101, 84, 75, 66, 53, 37, 29, 20, 16, 13, 11]",100,oyster,138,nail,3,bar,,110,"[32, 32, 34, 34, 32, 32, 36, 36, 36, 40, 40]","[-34, -34, -32, -30, -30, -28, -26, -24, -26, -26, -26]","[-14, -8, -2, -4, 4, 12, 10, 10, 14, 14, 12]"
70,300,5098,b'Bar Hop',2,111,b'Sansotei Ramen',"[111, 106, 110, 103, 113, 123, 139, 153, 198, 245, 302]","[47, 49, 57, 59, 63, 70, 77, 85, 99, 118, 134]","[111, 133, 151, 207, 307, 482, 770, 1238, 1871, 2915, 4867]","[22, 27, 34, 65, 99, 145, 181, 232, 285, 331, 7329]","[111, 64, 33, 19, 18, 16, 15, 12, 12, 12, 12]","[33, 20, 15, 10, 10, 10, 11, 10, 10, 10, 10]",200,crust,65,espresso,100,oyster,,110,"[-14, -8, -2, -4, 4, 12, 10, 10, 14, 14, 12]","[-26, -28, -22, -16, -14, -12, -10, -6, 0, 4, 6]","[-6, -2, 2, 6, 14, 18, 14, 16, 16, 14, 16]"
71,300,5098,b'Bar Hop',3,111,b'Sansotei Ramen',"[111, 97, 82, 76, 69, 70, 75, 86, 100, 120, 136]","[63, 58, 52, 49, 49, 50, 56, 64, 77, 94, 100]","[111, 151, 226, 457, 1071, 3281, 6026, 6667, 6954, 7075, 7142]","[33, 43, 61, 105, 180, 313, 7340, 7380, 7403, 7411, 7414]","[111, 99, 86, 75, 67, 50, 34, 28, 23, 24, 24]","[102, 91, 80, 69, 64, 48, 34, 28, 23, 24, 24]",197,refreshing,64,olive,151,busy,,110,"[36, 36, 36, 36, 38, 38, 40, 40, 40, 40, 40]","[-12, -18, -16, -16, -12, -12, -16, -14, -12, -8, -10]","[12, 10, 12, 12, 16, 16, 20, 28, 28, 28, 30]"
72,300,5098,b'Bar Hop',4,111,b'Sansotei Ramen',"[111, 126, 159, 206, 307, 653, 1896, 5462, 6440, 6806, 6986]","[51, 65, 82, 106, 143, 245, 461, 7158, 7281, 7326, 7347]","[111, 224, 646, 5190, 7157, 7357, 7400, 7417, 7424, 7428, 7430]","[34, 69, 141, 7209, 7370, 7418, 7432, 7436, 7437, 7439, 7440]","[111, 165, 307, 761, 4364, 7085, 7357, 7414, 7429, 7431, 7436]","[53, 71, 123, 243, 7048, 7368, 7422, 7441, 7444, 7445, 7448]",123,steak,189,fluffy,48,burger,,110,"[2, 0, 4, 6, 8, 6, 8, 16, 14, 12, 10]","[-18, -18, -16, -10, -6, 0, 0, 4, 4, 6, 6]","[2, 0, 0, 8, 14, 18, 20, 26, 30, 28, 24]"
73,300,5098,b'Bar Hop',5,111,b'Sansotei Ramen',"[111, 225, 643, 1716, 4475, 5551, 6001, 6208, 6358, 6450, 6506]","[6, 8, 11, 18, 7440, 7444, 7444, 7444, 7445, 7446, 7446]","[111, 111, 112, 114, 130, 158, 219, 309, 479, 717, 1096]","[36, 31, 33, 33, 34, 40, 51, 71, 100, 123, 164]","[111, 132, 163, 231, 368, 815, 3284, 6796, 7208, 7317, 7356]","[65, 78, 95, 133, 197, 374, 940, 7220, 7341, 7387, 7404]",226,pale ale,78,strawberry,4,fry,,110,"[18, 20, 18, 20, 22, 24, 22, 22, 14, 14, 18]","[-22, -18, -16, -8, -14, -10, -12, -10, -16, -14, -14]","[-36, -30, -30, -30, -30, -30, -28, -28, -28, -28, -28]"
74,300,5098,b'Bar Hop',6,111,b'Sansotei Ramen',"[111, 165, 307, 761, 4364, 7085, 7357, 7414, 7429, 7431, 7436]","[53, 71, 123, 243, 7048, 7368, 7422, 7441, 7444, 7445, 7448]","[111, 80, 56, 41, 35, 32, 32, 37, 36, 37, 41]","[25, 15, 13, 11, 9, 9, 9, 11, 12, 12, 13]","[111, 78, 51, 40, 28, 21, 12, 12, 10, 9, 9]","[37, 26, 19, 16, 11, 9, 6, 6, 5, 5, 5]",48,burger,85,patty,17,pub,,110,"[-14, -12, -14, -8, -4, -4, 2, 10, 10, 14, 10]","[-24, -24, -18, -18, -16, -16, -14, -12, -10, -12, -14]","[2, 0, 4, 6, 8, 6, 8, 16, 14, 12, 10]"
75,300,5098,b'Bar Hop',7,111,b'Sansotei Ramen',"[111, 109, 116, 124, 132, 152, 202, 248, 359, 564, 893]","[85, 83, 91, 97, 102, 120, 158, 188, 262, 340, 457]","[111, 172, 326, 898, 5216, 6992, 7260, 7340, 7370, 7386, 7398]","[32, 48, 84, 191, 7186, 7362, 7405, 7422, 7429, 7435, 7437]","[111, 116, 120, 136, 155, 215, 328, 664, 1669, 5092, 6357]","[77, 79, 79, 90, 101, 134, 197, 372, 712, 6736, 7014]",201,stick,70,honey,37,bread,,110,"[12, 12, 14, 12, 14, 18, 20, 18, 18, 24, 24]","[-12, -8, -12, -4, 0, 4, 4, 4, 8, 8, 14]","[30, 30, 30, 32, 28, 30, 30, 32, 34, 36, 38]"
76,300,5098,b'Bar Hop',8,111,b'Sansotei Ramen',"[111, 115, 117, 131, 147, 176, 247, 401, 678, 1091, 2085]","[59, 64, 67, 76, 91, 116, 171, 257, 387, 538, 791]","[111, 123, 140, 168, 215, 327, 521, 1119, 2491, 5283, 6223]","[52, 58, 68, 81, 103, 133, 175, 273, 409, 7097, 7193]","[111, 142, 205, 331, 648, 1561, 5257, 6721, 7063, 7191, 7248]","[68, 84, 107, 171, 293, 504, 7019, 7241, 7300, 7336, 7355]",47,coffee,160,overpriced,173,dark,,110,"[12, 10, 10, 12, 14, 16, 20, 18, 18, 18, 18]","[0, 0, 4, 4, 8, 4, -2, -2, 2, 4, 2]","[2, 4, 0, 4, 8, 12, 22, 28, 34, 36, 36]"
77,300,5098,b'Bar Hop',9,111,b'Sansotei Ramen',"[111, 131, 156, 209, 324, 566, 1271, 4754, 6482, 6967, 7143]","[40, 52, 63, 87, 135, 201, 304, 7198, 7333, 7380, 7404]","[111, 64, 33, 19, 18, 16, 15, 12, 12, 12, 12]","[33, 20, 15, 10, 10, 10, 11, 10, 10, 10, 10]","[111, 112, 109, 102, 101, 101, 97, 110, 123, 191, 347]","[111, 112, 109, 102, 101, 101, 97, 110, 123, 189, 328]",31,brunch,100,oyster,213,pot,,110,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[-14, -8, -2, -4, 4, 12, 10, 10, 14, 14, 12]","[-10, -12, -10, 0, 2, 2, -2, 10, 12, 12, 12]"
78,302,2286,"b""Otto's Berlin D\xc3\xb6ner""",0,168,b'Banh Mi Boys',"[168, 134, 104, 94, 82, 76, 74, 80, 88, 109, 130]","[78, 64, 55, 51, 49, 48, 47, 51, 54, 69, 79]","[168, 149, 205, 328, 494, 714, 946, 1175, 1393, 1590, 1765]","[8, 9, 11, 15, 17, 20, 21, 23, 23, 23, 27]","[168, 176, 191, 201, 233, 305, 526, 1295, 4806, 6584, 7002]","[114, 120, 132, 142, 166, 211, 352, 807, 6284, 6951, 7158]",182,chip,230,alcoholic beverage,56,chicken,,163,"[18, 18, 16, 18, 16, 18, 22, 20, 20, 24, 22]","[-34, -32, -28, -30, -30, -32, -32, -34, -34, -34, -34]","[4, 4, 8, 12, 16, 24, 20, 18, 18, 18, 16]"
79,302,2286,"b""Otto's Berlin D\xc3\xb6ner""",1,168,b'Banh Mi Boys',"[168, 162, 169, 185, 206, 267, 332, 421, 545, 691, 848]","[88, 86, 80, 94, 100, 131, 162, 196, 236, 279, 325]","[168, 224, 411, 560, 738, 964, 1246, 1483, 1786, 2072, 2384]","[7, 13, 21, 27, 36, 42, 45, 50, 52, 56, 60]","[168, 90, 47, 26, 20, 17, 13, 12, 16, 20, 21]","[36, 23, 10, 5, 5, 5, 4, 3, 4, 5, 5]",114,tomato,229,uber eats,111,lamb,,163,"[-18, -20, -22, -22, -24, -28, -22, -18, -18, -18, -16]","[-32, -28, -30, -28, -30, -30, -30, -30, -30, -30, -30]","[10, 8, 14, 16, 12, 16, 18, 20, 18, 16, 16]"
80,302,2286,"b""Otto's Berlin D\xc3\xb6ner""",2,168,b'Banh Mi Boys',"[168, 149, 205, 328, 494, 714, 946, 1175, 1393, 1590, 1765]","[8, 9, 11, 15, 17, 20, 21, 23, 23, 23, 27]","[168, 158, 158, 176, 201, 259, 346, 470, 667, 912, 1274]","[47, 47, 53, 59, 66, 75, 90, 102, 126, 155, 187]","[168, 182, 212, 260, 348, 560, 1197, 3335, 6368, 6951, 7132]","[109, 119, 139, 170, 226, 345, 620, 1279, 7032, 7220, 7293]",230,alcoholic beverage,68,banana,50,salad,,163,"[14, 14, 16, 18, 20, 20, 24, 28, 28, 30, 30]","[-6, -6, -8, -10, -10, -8, -6, -6, -6, -6, -6]","[-34, -32, -28, -30, -30, -32, -32, -34, -34, -34, -34]"
81,302,2286,"b""Otto's Berlin D\xc3\xb6ner""",3,168,b'Banh Mi Boys',"[168, 141, 120, 116, 116, 143, 159, 195, 230, 274, 308]","[47, 44, 40, 48, 48, 63, 75, 91, 108, 120, 129]","[168, 203, 290, 493, 1046, 2533, 5553, 6422, 6741, 6903, 6996]","[56, 69, 91, 138, 230, 374, 7175, 7285, 7320, 7337, 7356]","[168, 139, 115, 86, 67, 59, 52, 55, 63, 79, 103]","[31, 30, 28, 26, 23, 24, 23, 29, 31, 35, 42]",17,pub,76,lettuce,33,curry,,163,"[-26, -24, -24, -14, -6, -4, 0, 0, 0, 2, 2]","[-8, -12, -14, -14, -12, -10, -6, -6, -4, -4, -2]","[-16, -18, -12, -4, 6, 10, 12, 10, 12, 12, 10]"
82,302,2286,"b""Otto's Berlin D\xc3\xb6ner""",4,168,b'Banh Mi Boys',"[168, 139, 115, 86, 67, 59, 52, 55, 63, 79, 103]","[31, 30, 28, 26, 23, 24, 23, 29, 31, 35, 42]","[168, 209, 305, 517, 1345, 4629, 6456, 6933, 7094, 7173, 7226]","[67, 78, 112, 175, 337, 7115, 7245, 7320, 7353, 7367, 7385]","[168, 163, 166, 161, 163, 213, 288, 468, 904, 1652, 3283]","[116, 111, 112, 105, 110, 146, 189, 283, 460, 688, 1024]",33,curry,210,roasted,37,bread,,163,"[22, 22, 24, 22, 26, 30, 30, 28, 28, 28, 24]","[-6, -2, 0, 6, 16, 20, 22, 20, 20, 20, 20]","[-26, -24, -24, -14, -6, -4, 0, 0, 0, 2, 2]"
83,302,2286,"b""Otto's Berlin D\xc3\xb6ner""",5,168,b'Banh Mi Boys',"[168, 158, 158, 176, 201, 259, 346, 470, 667, 912, 1274]","[47, 47, 53, 59, 66, 75, 90, 102, 126, 155, 187]","[168, 135, 120, 108, 120, 135, 152, 193, 240, 316, 413]","[64, 53, 51, 54, 65, 77, 92, 116, 137, 168, 200]","[168, 205, 248, 346, 594, 1335, 3783, 6654, 7132, 7260, 7312]","[94, 113, 144, 190, 304, 547, 929, 7264, 7342, 7370, 7391]",68,banana,141,washroom,41,beer,,163,"[10, 10, 12, 18, 24, 28, 28, 32, 34, 32, 34]","[-4, -4, 0, 6, 10, 16, 16, 20, 18, 22, 24]","[-6, -6, -8, -10, -10, -8, -6, -6, -6, -6, -6]"
84,302,2286,"b""Otto's Berlin D\xc3\xb6ner""",6,168,b'Banh Mi Boys',"[168, 224, 411, 560, 738, 964, 1246, 1483, 1786, 2072, 2384]","[7, 13, 21, 27, 36, 42, 45, 50, 52, 56, 60]","[168, 141, 120, 116, 116, 143, 159, 195, 230, 274, 308]","[47, 44, 40, 48, 48, 63, 75, 91, 108, 120, 129]","[168, 204, 256, 336, 586, 1421, 5302, 7067, 7304, 7376, 7397]","[123, 150, 180, 233, 381, 805, 6537, 7217, 7346, 7391, 7404]",229,uber eats,17,pub,55,meat,,163,"[22, 22, 22, 26, 22, 26, 28, 32, 36, 36, 36]","[-16, -18, -12, -4, 6, 10, 12, 10, 12, 12, 10]","[-32, -28, -30, -28, -30, -30, -30, -30, -30, -30, -30]"
85,302,2286,"b""Otto's Berlin D\xc3\xb6ner""",7,168,b'Banh Mi Boys',"[168, 268, 494, 1792, 6543, 7219, 7336, 7377, 7394, 7401, 7405]","[79, 110, 179, 430, 7188, 7366, 7405, 7418, 7427, 7430, 7432]","[168, 93, 55, 36, 31, 32, 33, 38, 44, 45, 53]","[42, 27, 19, 15, 17, 21, 23, 26, 27, 29, 33]","[168, 138, 117, 85, 60, 46, 34, 27, 25, 28, 40]","[166, 137, 116, 84, 60, 46, 34, 27, 25, 28, 40]",103,fruit,143,station,148,mall,,163,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[-22, -22, -14, -6, 6, 10, 16, 16, 12, 12, 14]","[12, 10, 6, 2, 2, 0, 0, -4, -4, -4, -4]"
86,302,2286,"b""Otto's Berlin D\xc3\xb6ner""",8,168,b'Banh Mi Boys',"[168, 136, 109, 91, 76, 66, 66, 71, 78, 90, 110]","[98, 86, 73, 66, 57, 47, 49, 56, 63, 71, 86]","[168, 134, 94, 72, 61, 67, 68, 65, 76, 77, 83]","[64, 58, 46, 37, 32, 34, 33, 35, 37, 37, 39]","[168, 148, 129, 127, 136, 160, 193, 231, 270, 312, 368]","[72, 71, 67, 73, 75, 91, 108, 123, 144, 159, 180]",105,latte,104,sausage,147,market,,163,"[-2, 0, 2, 6, 14, 16, 18, 18, 18, 18, 16]","[-6, -6, -6, -2, 0, 0, 2, 2, 6, 10, 8]","[18, 18, 22, 16, 20, 22, 24, 22, 20, 24, 22]"
87,302,2286,"b""Otto's Berlin D\xc3\xb6ner""",9,168,b'Banh Mi Boys',"[168, 90, 47, 26, 20, 17, 13, 12, 16, 20, 21]","[36, 23, 10, 5, 5, 5, 4, 3, 4, 5, 5]","[168, 90, 47, 26, 20, 17, 13, 12, 16, 20, 21]","[36, 23, 10, 5, 5, 5, 4, 3, 4, 5, 5]","[168, 217, 301, 497, 1203, 4476, 6775, 7209, 7297, 7349, 7372]","[123, 156, 207, 324, 617, 6492, 7124, 7316, 7359, 7389, 7404]",111,lamb,111,lamb,49,cheese,,163,"[32, 32, 32, 28, 28, 28, 28, 30, 32, 34, 34]","[-18, -20, -22, -22, -24, -28, -22, -18, -18, -18, -16]","[-18, -20, -22, -22, -24, -28, -22, -18, -18, -18, -16]"
88,302,2810,b'Bolt Fresh Bar',0,391,b'Banh Mi Boys',"[391, 332, 288, 263, 266, 280, 293, 322, 364, 410, 459]","[86, 89, 98, 100, 114, 129, 136, 147, 155, 171, 175]","[391, 392, 425, 493, 622, 862, 1198, 1726, 2394, 3692, 4462]","[79, 81, 91, 105, 127, 151, 178, 224, 245, 7123, 7152]","[391, 426, 494, 612, 772, 994, 1289, 1637, 2072, 2567, 3200]","[143, 168, 199, 252, 322, 382, 453, 529, 604, 671, 735]",93,vegan,78,strawberry,190,smooth,,296,"[6, 8, 12, 20, 26, 30, 30, 30, 32, 34, 36]","[-6, -8, -10, -8, -8, -10, -8, -12, -16, -14, -14]","[-12, -6, 2, 10, 16, 18, 24, 26, 28, 28, 28]"
89,302,2810,b'Bolt Fresh Bar',1,391,b'Banh Mi Boys',"[391, 425, 484, 605, 800, 1136, 1641, 2307, 3789, 4677, 5135]","[67, 79, 99, 135, 167, 212, 252, 293, 7191, 7219, 7234]","[391, 332, 288, 263, 266, 280, 293, 322, 364, 410, 459]","[86, 89, 98, 100, 114, 129, 136, 147, 155, 171, 175]","[391, 427, 488, 576, 758, 1048, 1467, 2078, 3043, 4438, 5028]","[126, 144, 156, 177, 212, 253, 306, 368, 435, 7019, 7068]",86,sesame,93,vegan,81,juice,,296,"[-10, -10, -10, -6, -4, 2, -2, 4, 4, 6, 6]","[-12, -6, 2, 10, 16, 18, 24, 26, 28, 28, 28]","[-24, -22, -16, -8, 0, 0, 8, 10, 12, 12, 12]"
90,302,2810,b'Bolt Fresh Bar',2,391,b'Banh Mi Boys',"[391, 387, 386, 392, 413, 484, 585, 733, 978, 1359, 1931]","[104, 113, 125, 145, 180, 234, 297, 354, 450, 534, 635]","[391, 425, 484, 605, 800, 1136, 1641, 2307, 3789, 4677, 5135]","[67, 79, 99, 135, 167, 212, 252, 293, 7191, 7219, 7234]","[391, 413, 443, 500, 606, 788, 1030, 1394, 1861, 2410, 3082]","[124, 132, 139, 165, 192, 245, 295, 358, 407, 459, 509]",54,noodle,86,sesame,195,healthy,,296,"[-8, -8, -8, -4, 4, 14, 12, 12, 12, 14, 12]","[-24, -22, -16, -8, 0, 0, 8, 10, 12, 12, 12]","[-16, -16, -12, -4, 4, 14, 20, 20, 24, 26, 26]"
91,302,2810,b'Bolt Fresh Bar',3,391,b'Banh Mi Boys',"[391, 392, 425, 493, 622, 862, 1198, 1726, 2394, 3692, 4462]","[79, 81, 91, 105, 127, 151, 178, 224, 245, 7123, 7152]","[391, 419, 469, 565, 709, 890, 1144, 1454, 1793, 2187, 2611]","[102, 120, 133, 160, 186, 217, 252, 291, 326, 347, 366]","[391, 387, 392, 396, 422, 469, 585, 786, 1121, 1666, 2541]","[232, 233, 240, 247, 268, 302, 362, 478, 633, 844, 1101]",78,strawberry,80,avocado,50,salad,,296,"[14, 14, 16, 18, 20, 20, 24, 28, 28, 30, 30]","[-8, -2, 8, 8, 8, 8, 8, 6, 8, 8, 8]","[-6, -8, -10, -8, -8, -10, -8, -12, -16, -14, -14]"
92,302,2810,b'Bolt Fresh Bar',4,391,b'Banh Mi Boys',"[391, 419, 469, 565, 709, 890, 1144, 1454, 1793, 2187, 2611]","[102, 120, 133, 160, 186, 217, 252, 291, 326, 347, 366]","[391, 395, 429, 475, 569, 685, 828, 990, 1193, 1469, 1802]","[174, 173, 186, 204, 244, 280, 323, 373, 419, 493, 561]","[391, 384, 376, 375, 372, 388, 419, 481, 610, 930, 1504]","[355, 352, 344, 342, 339, 352, 388, 450, 563, 811, 1189]",80,avocado,114,tomato,213,pot,,296,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[10, 8, 14, 16, 12, 16, 18, 20, 18, 16, 16]","[-8, -2, 8, 8, 8, 8, 8, 6, 8, 8, 8]"
93,302,2810,b'Bolt Fresh Bar',5,391,b'Banh Mi Boys',"[391, 412, 447, 509, 653, 903, 1335, 2279, 4381, 5406, 5913]","[74, 80, 88, 111, 145, 197, 274, 389, 7056, 7153, 7199]","[391, 412, 447, 509, 653, 903, 1335, 2279, 4381, 5406, 5913]","[74, 80, 88, 111, 145, 197, 274, 389, 7056, 7153, 7199]","[391, 397, 388, 395, 395, 415, 467, 560, 765, 1282, 2578]","[329, 335, 326, 332, 327, 341, 387, 467, 617, 943, 1579]",33,curry,33,curry,152,fresh,,296,"[38, 38, 38, 38, 38, 38, 38, 38, 40, 40, 40]","[-26, -24, -24, -14, -6, -4, 0, 0, 0, 2, 2]","[-26, -24, -24, -14, -6, -4, 0, 0, 0, 2, 2]"
94,302,2810,b'Bolt Fresh Bar',6,391,b'Banh Mi Boys',"[391, 395, 429, 475, 569, 685, 828, 990, 1193, 1469, 1802]","[174, 173, 186, 204, 244, 280, 323, 373, 419, 493, 561]","[391, 387, 386, 392, 413, 484, 585, 733, 978, 1359, 1931]","[104, 113, 125, 145, 180, 234, 297, 354, 450, 534, 635]","[391, 419, 469, 565, 709, 890, 1144, 1454, 1793, 2187, 2611]","[102, 120, 133, 160, 186, 217, 252, 291, 326, 347, 366]",114,tomato,54,noodle,80,avocado,,296,"[-8, -2, 8, 8, 8, 8, 8, 6, 8, 8, 8]","[-16, -16, -12, -4, 4, 14, 20, 20, 24, 26, 26]","[10, 8, 14, 16, 12, 16, 18, 20, 18, 16, 16]"
95,302,4091,"b""The Burger's Priest""",0,7,b'Banh Mi Boys',"[7, 5, 6, 8, 15, 24, 38, 94, 183, 389, 954]","[3, 2, 3, 5, 12, 20, 30, 61, 96, 164, 260]","[7, 6, 10, 22, 56, 75, 129, 205, 302, 399, 471]","[1, 0, 0, 2, 6, 6, 8, 12, 16, 18, 25]","[7, 5, 5, 4, 4, 4, 4, 1, 1, 2, 2]","[3, 3, 3, 3, 3, 3, 4, 1, 1, 2, 2]",93,vegan,229,uber eats,48,burger,,5,"[-2, 0, 2, 2, 4, 4, 8, 14, 8, 12, 10]","[-32, -28, -30, -28, -30, -30, -30, -30, -30, -30, -30]","[-12, -6, 2, 10, 16, 18, 24, 26, 28, 28, 28]"
96,302,4091,"b""The Burger's Priest""",1,7,b'Banh Mi Boys',"[7, 5, 5, 4, 4, 8, 11, 22, 31, 53, 104]","[2, 2, 2, 2, 2, 5, 6, 8, 11, 24, 42]","[7, 7, 10, 23, 53, 192, 700, 2890, 6567, 7096, 7248]","[1, 1, 3, 14, 26, 72, 144, 290, 7380, 7420, 7432]","[7, 5, 5, 5, 5, 4, 6, 6, 6, 18, 34]","[6, 4, 4, 4, 4, 4, 6, 6, 6, 17, 32]",76,lettuce,140,movie,49,cheese,,5,"[32, 32, 32, 28, 28, 28, 28, 30, 32, 34, 34]","[-20, -14, -4, 2, 6, 10, 8, 12, 10, 10, 12]","[-8, -12, -14, -14, -12, -10, -6, -6, -4, -4, -2]"
97,302,4091,"b""The Burger's Priest""",2,7,b'Banh Mi Boys',"[7, 6, 5, 5, 5, 6, 8, 10, 15, 21, 25]","[1, 1, 1, 1, 1, 2, 3, 4, 4, 7, 9]","[7, 6, 6, 7, 8, 14, 22, 44, 58, 82, 153]","[2, 2, 2, 3, 4, 8, 11, 18, 26, 33, 52]","[7, 6, 5, 5, 5, 6, 8, 10, 15, 21, 25]","[1, 1, 1, 1, 1, 2, 3, 4, 4, 7, 9]",85,patty,68,banana,85,patty,,5,"[-30, -30, -26, -22, -22, -22, -20, -16, -16, -14, -14]","[-6, -6, -8, -10, -10, -8, -6, -6, -6, -6, -6]","[-30, -30, -26, -22, -22, -22, -20, -16, -16, -14, -14]"
98,302,4091,"b""The Burger's Priest""",3,7,b'Banh Mi Boys',"[7, 6, 6, 6, 7, 7, 12, 18, 30, 49, 79]","[3, 3, 3, 3, 3, 3, 8, 15, 25, 36, 56]","[7, 6, 5, 5, 5, 6, 8, 10, 15, 21, 25]","[1, 1, 1, 1, 1, 2, 3, 4, 4, 7, 9]","[7, 7, 7, 7, 8, 16, 61, 387, 6017, 7187, 7358]","[4, 4, 4, 4, 4, 11, 37, 160, 7065, 7327, 7390]",113,bacon,85,patty,217,juicy,,5,"[2, 0, 4, 4, 6, 10, 14, 20, 18, 20, 18]","[-30, -30, -26, -22, -22, -22, -20, -16, -16, -14, -14]","[4, 4, 4, 12, 14, 24, 24, 24, 26, 26, 24]"
99,302,4091,"b""The Burger's Priest""",4,7,b'Banh Mi Boys',"[7, 5, 5, 5, 5, 4, 7, 16, 28, 50, 90]","[1, 1, 1, 1, 1, 1, 2, 9, 14, 28, 48]","[7, 5, 6, 8, 15, 24, 38, 94, 183, 389, 954]","[3, 2, 3, 5, 12, 20, 30, 61, 96, 164, 260]","[7, 5, 5, 5, 5, 5, 7, 12, 21, 36, 64]","[3, 2, 2, 2, 2, 3, 5, 8, 16, 26, 46]",82,booth,93,vegan,126,milk,,5,"[6, 6, 8, 8, 16, 18, 18, 16, 18, 20, 20]","[-12, -6, 2, 10, 16, 18, 24, 26, 28, 28, 28]","[-16, -18, -14, -10, -4, 2, 0, 4, 6, 6, 6]"
100,302,4091,"b""The Burger's Priest""",5,7,b'Banh Mi Boys',"[7, 5, 5, 5, 5, 5, 7, 12, 21, 36, 64]","[3, 2, 2, 2, 2, 3, 5, 8, 16, 26, 46]","[7, 5, 5, 4, 4, 8, 11, 22, 31, 53, 104]","[2, 2, 2, 2, 2, 5, 6, 8, 11, 24, 42]","[7, 7, 6, 6, 7, 10, 19, 29, 75, 472, 5418]","[5, 5, 4, 4, 5, 8, 16, 24, 57, 254, 6678]",126,milk,76,lettuce,119,bun,,5,"[18, 18, 20, 20, 22, 22, 24, 26, 24, 28, 28]","[-8, -12, -14, -14, -12, -10, -6, -6, -4, -4, -2]","[6, 6, 8, 8, 16, 18, 18, 16, 18, 20, 20]"
101,302,4091,"b""The Burger's Priest""",6,7,b'Banh Mi Boys',"[7, 6, 10, 22, 56, 75, 129, 205, 302, 399, 471]","[1, 0, 0, 2, 6, 6, 8, 12, 16, 18, 25]","[7, 5, 5, 5, 5, 4, 7, 16, 28, 50, 90]","[1, 1, 1, 1, 1, 1, 2, 9, 14, 28, 48]","[7, 5, 5, 4, 4, 8, 11, 22, 31, 53, 104]","[2, 2, 2, 2, 2, 5, 6, 8, 11, 24, 42]",229,uber eats,82,booth,76,lettuce,,5,"[-8, -12, -14, -14, -12, -10, -6, -6, -4, -4, -2]","[-16, -18, -14, -10, -4, 2, 0, 4, 6, 6, 6]","[-32, -28, -30, -28, -30, -30, -30, -30, -30, -30, -30]"
102,302,4091,"b""The Burger's Priest""",7,7,b'Banh Mi Boys',"[7, 5, 5, 6, 12, 16, 29, 40, 73, 117, 191]","[1, 1, 1, 2, 8, 11, 23, 30, 48, 63, 87]","[7, 5, 5, 6, 12, 16, 29, 40, 73, 117, 191]","[1, 1, 1, 2, 8, 11, 23, 30, 48, 63, 87]","[7, 7, 7, 8, 15, 32, 99, 410, 4053, 6558, 7042]","[6, 6, 6, 7, 11, 21, 56, 161, 6934, 7205, 7315]",210,roasted,210,roasted,203,greasy,,5,"[10, 12, 10, 10, 12, 16, 18, 18, 20, 18, 20]","[-6, -2, 0, 6, 16, 20, 22, 20, 20, 20, 20]","[-6, -2, 0, 6, 16, 20, 22, 20, 20, 20, 20]"
103,302,4091,"b""The Burger's Priest""",8,7,b'Banh Mi Boys',"[7, 7, 7, 7, 8, 12, 33, 107, 495, 5106, 7053]","[3, 3, 3, 3, 4, 9, 26, 65, 228, 6947, 7304]","[7, 6, 6, 6, 7, 7, 12, 18, 30, 49, 79]","[3, 3, 3, 3, 3, 3, 8, 15, 25, 36, 56]","[7, 7, 6, 6, 6, 6, 9, 28, 159, 6023, 7367]","[7, 7, 6, 6, 6, 6, 9, 28, 157, 6315, 7368]",38,chocolate,113,bacon,148,mall,,5,"[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]","[4, 4, 4, 12, 14, 24, 24, 24, 26, 26, 24]","[4, 4, 8, 10, 10, 14, 20, 22, 24, 24, 20]"
104,302,4091,"b""The Burger's Priest""",9,7,b'Banh Mi Boys',"[7, 5, 5, 5, 5, 7, 16, 24, 39, 75, 133]","[3, 3, 3, 3, 3, 6, 11, 19, 28, 49, 76]","[7, 5, 5, 5, 5, 7, 16, 24, 39, 75, 133]","[3, 3, 3, 3, 3, 6, 11, 19, 28, 49, 76]","[7, 7, 7, 7, 6, 6, 8, 20, 45, 372, 7058]","[7, 7, 7, 7, 6, 6, 8, 20, 45, 352, 7092]",114,tomato,114,tomato,185,wait,,5,"[38, 38, 38, 40, 40, 40, 40, 40, 40, 40, 40]","[10, 8, 14, 16, 12, 16, 18, 20, 18, 16, 16]","[10, 8, 14, 16, 12, 16, 18, 20, 18, 16, 16]"
